kingiriza,-je,"hide,obscure"
kingirizwa,-jwe,"hidden,obscured"
kingura,-ye,"open,unlock"
kinisha,NULL,play
kira,-ze,"get well,healed,rich"
kiranirwa,-we,wicked
kiranuka,-tse,"righteous,just"
kirigita,-se,tickle
kirigitwa,-swe,tickled
kiza,-jije,"save,heal"
kiza,-jije,"resolve,intervene,interpose,resolve conflict"
kizwa,-jijwe,"saved,healed"
kobora,-ye,scrub
kobwa,-we,dowry
kocama,-mye,"wrong,false,incorrect"
kocora,-ye,"hit,beat,punch"
kodesha,-sheje,"hire,rent"
koloniza,-je,colonize
koma,-mye,"prevent,hinder,stop"
koma,-mye,"beat,clap,disturb"
komanga,-nze,knock
komanyiriza,-je,embargo
komatanya,-nije,"group,tag,group things together"
komba,-mbye,lick
komera,-ye,"strong,great,difficult,hard"
komereka,-tse,"injured,wounded,hurt"
komeza,-je,"continue,carry on,strong"
komoka,-tse,"descended,originate"
komora,-ye,"take,origin"
kona,-nnye,castrate
kongeza,-je,"light,set alight,set on fire"
konja,-nje,"cold,damp"
konyoka,-tse,"injured,broken,fractured"
kopera,NULL,"copy,cheat"
koporora,-ye,copy
kora,-ze,"do,did,work,fix,repair"
korana,-nye,"work,work together"
koranya,-nije,"gather,gather together"
korera,-ye,"work,work,work at,work for"
"korera mu muco",-ye,"transparent,open"
korerwa,-we,"work,something done against,committed,work done for,committed against"
koresha,-sheje,"use,employ,fix"
koreshwa,-shejwe,"used,fixed"
korogoshera,-ye,dig
korora,-ye,cough
korwa,-zwe,"choke,choke on something"
korwa,-zwe,"done,made"
koza,-jeje,"touch,touch with"
kuba,-bye,multiply
kubagana,-nye,"mess around,cause problems"
kubita,-se,"beat,hit,strike"
kubura,-ye,sweep
kuka,-tse,clean
kuka,-tse,"come apart,unplugged,dislocated"
kuka,-tse,"come,emerge"
kumbanya,-nyije,kill
kumbura,-ye,"miss,lonesome"
kumira,-ye,"prevent,suppress,limit"
kuna,-nnye,elongate
"kuna imishino",-nnye,elongate
kunda,-nze,"like,love"
"kunda urumamo",-nze,"pretend,pretend to love"
kundana,-nye,love
kundira,-ye,allow
kundwa,-nzwe,"liked,loved"
kundwakaza,-je,"prefer,prefer one spouse over others"
kungahaza,-je,"enrich,satisfy,fill"
kunguta,-se,shake
kunja,NULL,"compress,zip"
kunkumura,-ye,shake
kura,-ye,"take away,subtract,dislocate"
kura,-ze,"grow,grow up"
"kuramo inda",kuyemo,"abortion,terminate,miscarry,miscarriage"
kuricyirwa,-we,followed
kurikira,-ye,follow
kurikiza,-je,apply
kurikizwa,-jwe,"be applied,be implemented,come into effect"
kurubana,-nye,drag
kurura,-ye,"pull,draw,drag"
kusanya,-nyije,"gather things together"
kutiriza,-je,"work hard,toil,hurry,insist"
kuyakuya,-ye,"care,lovingly"
kuza,NULL,glorify
kuzwa,NULL,glorified
kwa,koye,"dowry,pay dowry"
kwata,-se,hold
kwena,-nnye,"ridicule,mock"
kwenda,NULL,accept
kwerera,-ye,"middle aged"
kwira,-riye,"spread,spill"
kwira,-riye,"fit,fitting"
kwira,"-riye, -ye","enough,sufficient"
kwira,-ye,"deserve,spread,expand"
kwiriye,NULL,"worthy,deserving"
manika,-tse,"hang,place"
manuka,-tse,descend
manura,-ye,"take,lower,take down"
manyagura,-ze,"smash,break,break into pieces"
mara,-ze,"spend,stay,already"
marana,-nye,"exterminate one another,kill one another"
mena,-nnye,"break,spill,empty"
meneka,-tse,"broken,spilled,emptied"
menya,-nye,"know,knew"
menyeka,-tse,familiar
menyekana,-nye,known
menyekanisha,-kije,"known,publish,announce"
menyera,-reye,"familiar,accustomed,familiar with"
menyesha,-sheje,inform
menywa,-nywe,known
mera,-ze,"feel,state"
mesa,-she,"wash,wash clothes"
minina,-nye,"strain,filter"
mira,-ze,swallow
mirwa,-zwe,"swallowed,underwater"
misha,-shije,"sprinkle,spray"
moka,-tse,"bark,shout"
mokorwa,-we,"wretch,heave"
murika,-tse,"shine,enlighten,present,show"
murikirwa,-we,"illuminated,enlightened"
mwenyura,-ye,smile
nagana,-nnye,hanging
nagura,-ye,sharpen
namba,-mbye,"struggle,hard life"
nangirwa,-we,"hard,untie,hard of heart"
nanira,-ye,fail
nanirwa,-we,"tired,exhausted,incapable"
nanuka,-tse,"lose weight,thin"
ndira,NULL,allow
nebwa,-bwe,lazy
negura,-ye,"criticise,criticise someone's attire in front of others"
nesha,-sheje,"triumph,conquer"
netesha,-sheje,wet
neza,-je,"please someone,make someone happy"
nezereza,-je,"please,happy,please someone,make someone happy"
nezerwa,-rewe,"happy,pleased,joyful"
nezeza,nejeje,please
ngana,-nye,equal
nganya,-nije,"draw,equalize"
ni,NULL,"he is,she is,it is,they are,are,is"
niga,-ze,"choke,tie,tie neck of sack"
niha,-shye,"groan,wail"
nnya,neye,defecate
nnyuzura,-ye,"initiate,baptise"
noba,-bye,"hit,strike,knock,beat,impact,punch"
nogora,-ye,gouge
noza,-geje,"enhance,improve"
noza,-geje,"complete,finish,be smooth"
nuka,-tse,"smell,smell bad"
nyaga,-ze,"take,take by force"
nyagira,-ye,"rain,rain on"
nyagirwa,-we,"rained,wet,rained on,get wet"
nyanyagira,-ye,"disperse,break up"
nyara,-ye,"urinate,piss,pee"
nyaruka,-tse,"hurry up,go quickly,make haste"
nyarutsa,-kije,"quicken,speed up,hasten"
nyaza,-je,urinate
nyazwa,-jwe,urinate
nyeganyega,-ze,"shaking,trembling"
nyerera,-ye,slip
nyereza,-je,"drag,slide,make disappear,steal,embezzle"
nyobwa,-we,"drunk,consumed"
nyonga,-nze,"execute,hang"
nyongwa,-nzwe,"executed,hanged"
nyuguza,-je,rinse
nyunguta,-se,suck
nyunyuka,-tse,"wither,dehydrated,thin"
nyunyuza,-je,suck
nyura,-ze,"pass,go,through,go via"
nywa,nyoye,"drink,smoke"
nywana,-nye,"drink,drink together"
oga,-ze,"swim,bathe"
ogera,-ye,"famous,notorious,popular"
ogeza,-je,"spread,publish,known"
ogosha,-she,"cut,beard,wool"
oherereza,-je,"send,message,send message to,forward to"
ohereza,-je,"send,message"
omeka,-tse,"apply,attach,paste"
omekwa,-tswe,applied
omoka,-tse,"set sail,leave by boat"
omokera,-ye,"arrive,boat"
omongana,-nye,"wander,stray"
omora,-ye,"treat,wounds"
omoza,-je,"treat,treat wounds"
ongera,-ye,"add,repeat,do,do again"
"ongera ingano",-ye,"enlarge,zoom"
"ongera kugerageza",-je,"try again,retry"
ongeranya,-nyije,add
ongorera,-ye,whisper
onka,-nse,nursing
onona,-nnye,"damage,spoil"
ononekara,-ye,"damaged,spoiled"
onsa,-nkeje,"nurse,breastfeed"
onswa,-nkejwe,"nursed,breastfed"
orama,-mye,"collapse,fall down"
oroha,-she,"easy,simple,soft"
oroherwa,-riwe,"better,improved,improved physically"
orora,-ye,"keep,raise,livestock"
ororoka,-tse,"to reproduce,breed,multiply,increase"
orosa,-she,cover
oroshya,-heje,"easy,soften,soft"
oshya,-heje,"tempt,influence"
oshyoshya,-heje,"lure,seek"
ota,-se,"warm,warm oneself by fire"
ototera,-ye,presumptuous
otsa,-keje,"burn,bake,roast"
otswa,NULL,"burned,baked,roasted"
oya,-ye,"stop,leave,leave alone"
oza,-geje,"clean,wash"
pagasa,-she,"work,earn"
pakira,-ye,"pack,load"
pakurura,-ye,"unpack,unload"
perereza,-je,"oversee,supervise"
pfa,pfuye,"just,simply"
pfa,pfuye,die
pfakara,-ye,widowed
pfobya,-beje,"understate,belittle"
pfobywa,-bejwe,"diminished,undermined,disparaged,belittled"
pfuba,-bye,fail
pfuka,-tse,"cover,wrap"
pfukama,-mye,kneel
pfumuka,-tse,hole
pfumura,-ye,hole
pfunda,-nze,"crowded,full"
pfundika,-tse,"tie,knot"
pfundikanya,-nije,tie
pfundikira,-ye,"close,seal,lid"
pfundura,-ye,"open,untie"
pfunya,-nye,wrap
pfura,-ye,pluck
pfurika,-tse,hide
"pfusha ubusa",-shije,"waste,use"
pima,-mye,"measure,weigh,examine"
pimisha,-kije,measure
pompa,NULL,pump
pyinagiza,-je,oppress
pyipyinyura,-ye,rub
pyonyora,-ye,scrub
raba,-bye,"faint,wilt,dry,dry up"
rabagirana,-nye,"shine,reflect,reflect light"
rabukwa,-tswe,"glimpse,see,catch glimpse"
rabya,-bije,"flower,flourish,bloom"
raga,-ze,"inheritance,give inheritance"
ragira,-ye,"herd,shepherd"
ragura,-ye,"divination,fortune tell,practise divination"
ragwa,-zwe,inherit
rahira,-ye,"vow,swear"
rakara,-ye,angry
rama,-mye,"live long"
ramba,-mbye,"live,last"
rambarara,-ye,"lie,stretch"
rambika,-tse,"put,spread"
rambura,-ye,"stretch,lengthy,extended"
ramuka,-tse,spend
ramukwa,-tswe,"labour,deliver"
ramutsa,-kije,greet
ramya,-mye,"worship,adore,honour"
randata,-se,"lead,hand"
randura,-ye,"pull,uproot"
ranga,-nze,"known,publish,announce"
rangamira,-ye,"stare,seek"
rangara,-ye,"pay,attention,distracted"
rangarana,-nye,"neglect,ignore"
rangira,-ye,"finished,completed"
rangisha,-shije,"announce,ask for orientation"
rangiza,-je,"finish,complete"
rangurura,-ye,"call,shout,raise"
rara,-ye,"spend,night"
rarama,-mye,"look,raise"
raranganya,-nije,look
rarika,-tse,"invite,inform"
rarikira,-ye,"desire,lust,covet"
raruka,-tse,"leave,vagabond"
rasa,-she,"shoot,gun,rise"
rasira,-ye,"shoot at,rise at"
rata,-se,praise
reba,-bye,"watch,look,see,view"
rebareba,-bye,"look,look everywhere"
rega,-ze,"accuse,blame"
rega,-ze,"stretch,stretch tight"
reka,-tse,"allow,let,cancel"
rekera,-ye,stop
rekura,-ye,release
rema,-mye,create
remba,-mbye,"ill,injured,sick"
rembuza,-je,signal
rembya,-mbeje,"push,suffer"
remera,-reye,heavy
remerwa,-rewe,"heavy,laden"
remwa,-mwe,created
renga,-nze,"pass,surpass,disappear,behind,set"
renganura,-ye,justice
renganya,-nyije,"treat,unjustly,persecute,falsely accuse,accuse"
rengera,-ye,"try,save,danger"
rengera,-ye,"pass at,set at"
rengerwa,-we,submerged
rengurana,-nye,ridicule
rera,-ze,"raise,rear,raise child"
reremba,-mbye,"float,hover"
reshya,-heje,"attract,woo"
reshya,-shye,equal
ri,NULL,"be,is,are,am,was,been"
ribata,-se,trample
ribwa,riwe,eaten
riduka,-tse,"fall,fall in ruins"
riganya,-nije,"cheat,trick,lie"
rigata,-se,lick
rigita,-se,"disappear,ground,findable"
rimba,-mbye,"dress,wear,dress beautifully,wear ornaments"
rimbuka,-tse,"perish,hell,uprooted"
rimbura,-tse,"destroy,condemn,uproot,condemn to hell"
rinda,-nze,"wait,watch,guard,protect"
rindira,-ye,"wait,expect"
ringanira,-ye,"equal,even,flat"
ringaniza,-je,"equal,flat,even,order"
rira,-ze,"cry,weep"
ririmba,-mbye,sing
risha,-shije,"pasture,eat,utensil"
roba,-bye,fish
robanura,-ye,"choose,select,aside,ordain"
roga,-ze,bewitch
rogoya,-ye,interrupt
roha,-shye,"throw,throw into water"
rohama,-mye,"drown,sink"
rohora,-ye,"pull,pull from water or fire"
rokoka,-tse,"saved,delivered"
rokora,-ye,"save,danger,death"
rombereza,-je,"go,further"
rondereza,-je,"economical,frugal"
rondogora,-ye,talk
rondora,-ye,"exhaust,describe,relate"
ronga,-nze,"wash,wash vegetables"
rongora,-ye,lead
rongora,-ye,"marry,sex"
rongorwa,-we,"married,sex"
ronka,-nse,"receive,undeserved"
rora,-ye,"watch,look at,see,view"
rorera,-reye,"watch idly,observe"
rorera,-ye,stop
roreza,-je,taste
rota,-se,dream
rubira,-ye,"angry,violent"
ruha,-shye,tired
ruhuka,-tse,"rest,break"
ruka,-tse,"vomit,erupt"
ruma,-mye,bite
rumbuka,-tse,"fertile,abundant"
rumbura,-ye,"open,blossom,flower"
runda,-nze,"pile,heap"
rundarunda,-nze,"pile,finish"
runguruka,-tse,lean
rura,-ze,bitter
rusha,-shije,"greater,more,surpass"
rushiriza,-je,"surpass,do,more"
rushya,-hije,"annoy,trouble,difficult"
ruta,-se,"have,more"
rutira,NULL,superior
ruzi,NULL,"see,notice"
rwana,-nye,fight
rwanya,-nije,"fight,fight against"
rwara,-ye,"sick,ill,sore"
rwaza,NULL,"care,sick"
rya,-riye,"eat,bite"
ryagagura,-ye,"nibble,eat"
ryama,-mye,"lie,bed"
ryamana,-nye,sex
ryana,-nye,eat
ryanisha,-shije,"bite,stir"
ryarya,-rye,"hypocritically,hypocrite"
ryaryata,-se,itch
ryoha,-shye,"delicious,excellent"
ryoherwa,-we,enjoy
ryoshya,-heje,"make delicious"
ryoshywa,-hejwe,"made excellent,delicious"
ryoza,-je,"pay,penalise"
sa,NULL,like
saba,-bye,"spread,envelope,penetrate"
saba,-bye,"beg,request,ask"
sabana,-nye,confide
sabiriza,-je,beg
sabota,NULL,sabotage
sabwa,-bwe,"be begged,be requested,be asked"
saduka,-tse,crack
saga,-ze,"overflow,more,surplus"
sagamba,-mbye,"grow,luxuriously"
saguka,-tse,"left,remain"
sahura,-ye,"pillage,plunder"
saka,-tse,"search,check"
sakabaka,-tse,"shout,cry"
sakara,-ye,"roof,build"
sakuza,-je,"shout,cry,noise"
sama,-mye,"pregnant,get pregnant"
sama,-mye,catch
samba,-mbye,"dying,death"
sambana,-nye,"adultery,fornicate,commit adultery"
sambura,-ye,"take,reveal"
samura,-ye,breakfast
sana,-nnye,"repair,mend"
sandara,-ye,"scatter,scattered"
sandaza,-je,scatter
sanga,-nze,"join,encounter"
sanganira,-ye,"go to meet"
sangira,-ye,"eat,drink,share,eat together,drink together"
sangwa,-nzwe,joined
sara,-ze,"crazy,mad,lose one's mind"
saranganya,-nyije,share
sarara,-ye,hoarse
sarika,-tse,"harmed,wounded,injured"
sarura,-ye,harvest
sasa,shashe,"make,bed,prepare"
satura,-ye,"cut,lengthwise"
saya,-ye,"stuck,mud"
saza,-shaje,"grow old,old,grow,pass"
sebwa,-we,"ground,powdered"
sebya,-beje,"speak evil of,mock,fun"
sega,-ze,beg
sega,-ze,"climb,climb tree"
seka,-tse,"smile,laugh"
sekura,-ye,"grind,mortar,bump"
sembura,-ye,leaven
semura,-ye,translate
senda,-nze,"send,wife"
sendera,-ye,"filled,brim"
senga,-nze,"pray,worship"
sengana,-nye,"pray,worship,pray together,worship together"
sengera,-ye,"pray,worship"
senya,shenye,"gather,demolish,destroy,divorce,tear down"
senyagurana,-nye,"fall,ruin"
senza,-nzeje,copulate
senzanya,-nyije,copulate
senzwa,-nzejwe,copulate
sepfura,-ye,hiccup
serabeka,-tse,slide
serebeka,-tse,slide
sesa,sheshe,"spread,disperse,dismantle"
"sesa akanguhe",sheshe,mature
sesagura,-ye,"spend,uneconomic"
sesekara,-ye,"overflow,spill,arrive"
sesengura,-ye,"analyse,examine"
setsa,shekeje,"laugh,funny"
sezera,-ye,"leave,depart,bid,goodbye"
sezerana,-nye,"promise,bid,goodbye"
shagara,-ye,"accompany,escort"
shahura,-ye,castrate
shaka,-tse,"want,seek,search,look"
"shaka kuvuga",-tse,"mean,imply,indicate"
shakana,-nye,marry
shakashaka,-tse,"research,search"
shakira,-ye,"want,seek,search,look"
shakisha,-shije,"search,seek"
shanyuka,-tse,"torn,ripped"
shanyura,-ye,tear
sharija,NULL,"charge,recharge"
sharira,-riye,sour
shavuza,-je,sad
shengura,-ye,"overwhelm,weigh,sad"
shidikanya,-nije,doubt
shima,-mye,scratch
shima,-mye,"praise,thank"
shimagiza,-je,praise
shimangira,-ye,"nail,establish,reinforce,emphasize"
shimira,NULL,thank
shimuta,-se,"hostage,steal,take hostage,steal cattle"
shimwa,NULL,praised
shinga,-nze,"drive,stake,decide,vote,establish"
shinguka,-tse,"come,disestablished,come out"
shingura,-ye,"pull,disestablish"
shingwa,-nzwe,"established,founded,assigned,role,responsibility"
shinja,-jije,"accuse,blame"
shinjwa,-njwe,accused
shinyagura,-ye,"torture,mock,ridicule"
shira,-ze,"finish,end,run,wear,run out,wear out"
shisha,-shye,fed
shishikara,-ye,"toil,effort"
shishikarira,-ye,"work hard for,strive for,try"
shishikaza,-je,"encourage,exhort"
shishimura,-ye,"tear,rip"
shishura,-ye,peel
shishurwa,-we,peeled
shobera,-ye,"embarass,perplex,discourage"
shoberwa,-we,"despair,dumbfounded"
shoboka,-tse,"possible,manageable,friendly,affable"
shobora,-ye,able
shoka,-tse,"down,toward"
shomera,-ye,"be unemployed"
shomera,-ye,wander
shonga,-nze,melt
shorera,-ye,lead
shudika,-tse,"friends,friends with"
shuka,-tse,"persuade,convince,tempt"
shukashuka,-tse,"tempt,entice,fool,deceive"
shuna,-nye,bite
shungera,-ye,"surround,encircle"
shungura,-ye,"analyze,sift,winnow"
shushanya,-nije,draw
shya,-hiye,burning
shyanuka,-tse,"do,say,supposed"
shyenga,-nze,"silly,clown,joke around"
shyigikira,-ye,"support,prop up,second,second a motion"
shyika,-tse,reach
shyika,-tse,"arrive,attain"
shyikirana,-nye,"confide,close,relationship"
shyingira,-ye,marry
shyingiranwa,-nwe,"married,marry"
shyinguka,-tse,"come,come out"
shyingura,-ye,"bury,archive"
shyingurwa,-we,"buried,archived"
shyira,-riye,"take something to someone,bring to"
shyira,-ze,"put,place"
"shyira umukono",-ze,sign
"shyiramo umuriro",-ze,"charge,recharge"
shyuha,-shye,hot
shyunguta,-se,whistle
shyushya,-hije,heat
si,NULL,"he isn't,she isn't,it isn't,they aren't,is not,are not"
siba,-bye,"absent,abstain,omit"
siba,-bye,"erase,delete,close"
sifura,-ye,whistle
siga,-ze,"smear,anoint"
siga,-ze,"leave,forsake,abandon"
siga,-ze,"make poetry,complicate"
"siga irangi",-ze,paint
sigara,-ye,remain
sigura,-ye,"explain,interpret,clarify,simplify"
simbuka,-tse,jump
simbura,-ye,"replace,substitute"
sinda,-nze,drunk
singiza,-je,"honour,praise"
sinya,NULL,sign
sinzira,-riye,"sleep,asleep"
siramura,-ye,"convert,circumcise"
siramurwa,-we,circumcized
sobanuka,-tse,understanding
sobanukirwa,-we,understand
sobanura,-ye,"explain,interpret,translate"
sobanurira,-ye,explain
sobanuza,-je,"ask,ask,ask for explanation,ask for interpretation"
sobwa,-bwe,"misspeak,err"
sodoka,-tse,tip-toe
sogongera,-ye,taste
sogongerwa,-we,tasted
sohoka,-tse,"go,leave,graduate,published"
sohora,-ye,"send,graduate,ejaculate,cum,end"
sohora,-ye,fulfilled
sohoza,-je,"fulfil,complete,accomplish"
sokoza,-je,"comb,brush hair"
soma,-mye,"kiss,sip"
soma,-mye,read
somagura,-ye,"kiss,kiss passionately,kiss repeatedly"
somagurwa,-we,"kissed,kissed passionately,kissed repeatedly"
somana,-nye,kiss
somwa,-mwe,kissed
somwa,-mwe,read
sona,NULL,"ring,chime"
songera,-ye,"second,reinforce,support,second a motion"
sonza,shonje,hungry
soroma,-mye,"pick,gather"
soromwa,-mwe,"picked,gathered"
sosoroka,-tse,"slip,stick"
sota,NULL,"skip,blow up,explode"
subika,-tse,"postpone,delay"
subikwa,-tswe,"postponed,delayed"
subira,-ye,"return,go,do again,repeat,return there,go back"
subiza,-je,"reply,answer"
subizwa,-jwe,"returned,repeated"
"subizwa inyuma",-jwe,regress
sudira,-ye,"weld,solder"
sugira,-ye,"standardize,sovereign"
suhuza,-je,greet
"suhuza umutima",-je,sigh
suka,-tse,"pour,pour into"
suka,-tse,"braid,braid hair"
sukika,-tse,"flow,flowing"
sukuma,-mye,"flow,move slowly,crave"
sukura,-ye,clean
sumba,-mbye,"taller,greater"
sumira,-ye,"seize,grab,trap"
suna,-nnye,"afraid,fear"
sunika,-tse,push
sura,-ye,visit
sura,-ze,"pass gas,fart"
susumira,-ye,"tremble,flicker"
suzugura,-ye,"disobey,defy"
suzuma,-mye,"examine,scrutinize,test"
suzumwa,-mwe,"examined,scrutinized,tested"
swera,-ye,"sex,intercourse,fuck,shag"
swerwa,-we,"sex,sexual intercourse,fucked,shagged"
sya,seye,"grind,crush,powder"
ta,taye,"lose,leave,discard,leave behind"
taba,-bye,bury
tabara,-ye,"aid,assist,help"
tabarwa,-we,"aided,assisted,helped"
tabera,-reye,"just,impartial"
tabona,-nye,"see,find,get"
tabuka,-tse,"tear,torn"
tabwa,-bye,buried
tabwa,-bye,"lost,left,discarded"
tagaguza,-je,"waste,careless"
tagira,-ze,have
taha,-shye,"go,home,next"
taka,-tse,"yelp,cry,howl,shriek"
taka,-tse,"embroider,decorate"
tamba,-mbye,sacrifice
tambika,-tse,"place across,span"
tambuka,-tse,"step,advance,move on"
tambutsa,-kije,surpass
tambwa,-mbwe,sacrificed
tamenya,-nye,know
tamurura,-ye,"uncover,unfold"
tana,-nye,"divorce,separate"
tanana,-nye,"dispersed,scattered"
tandukana,-nye,"separate,divorce"
tandukanya,-nije,"differ,different,separated,divorced,split"
tanga,-nze,"arrive,race"
tanga,-nze,"give,offer,allocate"
"tanga ihumure",-nze,ceasefire
tangara,-ye,"marvel,wonder,astonished"
tangatanga,-nze,"encircle,surround"
tangaza,-je,"announce,publish,amaze,astonish"
tangazwa,-jwe,"amazed,astonished,announced,published"
tangira,-ye,"begin,start"
tangiza,-je,"initiate,start"
tangwa,-nzwe,"given,offered,allocated"
tanya,-nye,separate
tanyaguza,-je,"tear,rip,tear up,rip up"
tapfuna,-nye,chew
tashya,-hije,"gather,firewood,gather firewood"
tashya,-hirije,"greet,send,send greetings"
tata,-se,"trouble,provoke"
tata,-se,spy
tava,-vuye,"stubborn,obstinate,firm,adamant"
tazura,-ye,"clear,widen"
tebera,-ye,sink
tebeza,-je,"tuck,tuck in"
tebuka,NULL,"come,come quickly"
tega,-ze,"trap,trip,wait,set trap,trip up,wait for"
"tega amashyi",-ze,"hold,hold out hands"
"tega amatwi",-ze,"listen,listen well"
"tega urugori",-ze,"decorate one's hair"
teganya,-nije,"prepare,plan"
teganywa,"-nijwe, -nyijwe",planned
tegeka,-tse,"command,rule,reign"
tegereza,-je,"wait,wait for someone"
tegura,-ye,"prepare,plan,arrange,configure"
teka,-tse,cook
tekerereza,-je,recount
tekereza,-je,"think,think about"
tema,-mye,cut
temba,-mbye,flow
tembera,-ye,"go,walk,circulate,walk about"
tenguha,-shye,"deceive,trick,mislead"
tera,-ye,"plant,lay"
tera,-ye,"cause,force,provoke,inspire,suggest"
tera,-ye,beat
tera,-ye,"attack,invade"
"tera urushinge",-ye,inject
terana,-nye,"gather,come together"
terana,-nye,throw
teranya,-nije,provoke
teranya,-nije,"combine,merge,add"
terefona,-nnye,telephone
tereka,-tse,"place,put"
terekwa,-tswe,"placed,put"
terera,-ye,throw
tererana,-nye,abandon
tereranwa,-nye,abandoned
tererwa,-we,thrown
tereta,-se,"treat,flirt"
terura,-ye,"raise,lift,lift up"
terurwa,-we,"raised,lifted,lifted up"
terwa,-we,"planted,laid"
terwa,-we,"attacked,invaded"
terwa,-we,thrown
teta,-se,dote
tetesha,-sheje,spoil
teteshwa,-shejwe,spoiled
"teza imbere",-je,"improve,enhance,promote"
tezuka,-tse,loosened
ti,NULL,"saying,said"
tiga,-ze,"dull,blunt,sharp"
tigisa,-shije,shake
tigita,-se,shaken
tinda,-nze,delay
tindaganya,-nye,"hesitate,slow"
tinga,-nze,homosexual
tinya,-nye,"afraid,scared"
tinyuka,-tse,"dare,fearless,brave"
tinywa,-nywe,feared
tira,-ze,borrow
tirimuka,-tse,"leave,leave secretly"
tirimura,-ye,"propel,advance"
tirisha,NULL,cheat
titiriza,-je,"pressure,urge,persuade,pester"
tiza,-je,lend
toba,-bye,"disturb,trouble"
tobora,-ye,"pierce,hole"
toha,-se,wet
tona,-nnye,favourite
tonda,-nze,queue
tondagura,-ye,conjugate
tondekanya,-nije,align
tongana,-nye,"quarrel,argue"
tonganya,-nije,"scold,rebuke"
tongera,-ye,"conjure,incant"
tongera,-ye,"not add,not repeat"
tonora,-ye,"shell,peel"
tonyanga,-nze,"drip,rain,drizzle,fine rain"
tora,-ye,"choose,vote,elect,pick,select"
toragura,-ye,"choose,pick,choose from"
toranya,-nije,"choose,pick,choose from,pick out"
toranywa,-nyijwe,"chosen,selected"
torwa,-we,"chosen,elected"
tosa,-heje,"wet,moisten"
toteza,-je,persecute
totezwa,-jwe,persecuted
toza,-jeje,"train,coach"
tsemba,-mbye,"destroy,exterminate"
tsika,-tse,"stop,tie,moor"
tsinda,-ze,"win,beat,overcome,defeat,pass,succeed"
tsindagira,-ye,"pack,tamp,press"
tsindagiriza,-je,"emphasize,stress"
tsindishiriza,-je,justify
tsindishirizwa,-jwe,justified
tsindwa,-zwe,"fail,beaten"
tsirita,-se,"rub,polish"
tsitara,-ye,"stumble,trip"
tsuka,-tse,slide
tsura,-ye,"move,push,strive"
tubura,-ye,"increase,multiply"
tubya,-bije,"understate,belittle"
tuga,-ze,bribe
tuka,-tse,"abuse,slander,insult"
tukura,-ye,red
tuma,-mye,"send,cause,reason"
tumbika,-tse,soak
tumbira,-ye,"stare,look"
tumburuka,-tse,elevate
tumira,-ye,invite
tumiza,-je,order
tumvira,-ye,disobey
tunga,-nze,"possess,own"
"tunga agatoki",-nze,"point,accuse"
tungana,-nye,perfect
tunganya,-nije,"clean,organise,perfect"
tunguka,-tse,appear
tungura,-ye,surprise
tungurwa,-riwe,surprised
tura,-ye,"live,dwell,reside,inhabit,give"
turama,-mye,"lie,wait,steal,harm"
turana,-nye,neighbours
turanya,-nije,neighbours
turika,-tse,burst
turisha,-shije,"silence,quiet"
turitsa,-kije,burst
turuka,-tse,"come,originate"
turuna,NULL,turn
turwa,-we,"occupied,inhabited,lived"
tuza,-je,"silent,quiet,peaceful"
twama,-mye,"silence,quiet"
twara,-ye,"drive,ride,take,carry,lead,take time"
twenga,-nze,laugh
twerera,-ye,contribute
twererana,-nye,"contribute,support"
twika,-tse,"burn,cremate"
twikira,-ye,cover
twikirwa,-riwe,covered
twita,-te,pregnant
tyara,-ye,sharp
tyaza,-je,"sharp,whet"
ubaha,-shye,"honour,respect,revere,obey"
ubahuka,-tse,"disrespect,honour"
ubaka,-tse,"build,make a family"
ubama,-mye,"bend,stoop,bend over,stoop down"
ubika,-tse,"turn,turn upside down"
"ubika inda",-tse,lie
ubikira,-ye,"lie,ambush"
ubura,-ye,"turn,right"
"ubura amaso",-ye,look
ugama,-mye,shelter
uhagira,-ye,bathe
uka,-tse,"spray,sprinkle,squirt"
uma,-mye,dry
umirwa,-we,"astonished,astounded"
umiza,-je,"astonish,astound"
umuka,-tse,dry
umutsa,-kije,"dry,dehydrate"
umva,-mvise,"hear,listen,understand,feel"
umvikana,-nye,"agree,understand"
umvira,-ye,obey
umviriza,-je,eavesdrop
umvwa,-mviswe,"heard,understood,felt"
unama,-mye,"bow,bend,bend over"
unga,-nze,"join,connect,reconcile,mediate"
unguka,-tse,"gain,profit"
ungura,-ye,"gain,profitable"
urira,-ye,"ascend,climb"
ururuka,-tse,"descend,climb"
uzura,-ye,"full,complete,finished"
uzuza,ujuje,fill
va,-vuye,"come from,come,leak,bleed"
vana,-nye,"come,take,come with"
vanga,-ze,"mix,stir"
vangura,-ye,separate
viringa,-nze,"round,spherical,circular,curved"
voma,-mye,fetch
vomerera,-ye,"water,baste"
vuga,-ze,mix
vuga,-ze,"speak,say,talk"
vugama,-mye,row
vugana,-nye,"speak,talk"
vugisha,-shije,"speak to,talk to"
vugishwa,-shijwe,"spoken to,talked to"
vugurura,-ye,"renew,revive,repair"
vuguruza,-je,"contradict,disagree"
vugwa,-zwe,"spoken about,talked about"
vuka,-tse,born
vukana,-nye,"born,born together"
vuma,-mye,curse
vumba,-mbye,"take food or drink when not invited to a party"
vumbura,-ye,discover
vumvura,-ye,buzz
vuna,-nnye,"break,snap"
vuna,-nnye,"defend,help,assist"
vunagura,-ye,"break,smash"
vundereza,-je,"spit,spit on"
